ClusterName,StopCode,Lat,Long,StopName,TAZ
חיפה עירוני,47438,32.810643,34.982295,התשבי/איריס,1606.000000
שומרון,43898,32.471205,35.038403,מסוף חריש/איסוף,3825.000000
הגליל,56652,32.924378,35.259986,אבן אלהייתם,313.000000
שרון חולון מרחבי,40713,32.419301,35.045570,"אלקודס/קופ""ח",4017.000000
רמת הגולן,59903,32.980598,35.556511,מסוף חצור גלילית,3213.000000
חיפה-שרון-ירושלים,41788,32.434319,34.920615,אחד העם/רוטשילד,4014.000000
ירושלים צפון-ציר מזרחי,56760,32.478468,35.498571,"צומת עין הנצי""ב",3710.000000
הגליל,59155,33.019919,35.181164,מסעף נווה זיו,3422.000000
חיפה-ירושלים-אילת,-1,31.788984,35.203083,לא מוגדר,
הגליל,52088,32.869019,35.210389,כניסה למרכז הכפר,402.000000
"מתמ""ז-קריות",47250,32.842068,35.084221,דקר/בית ספר רבין,603.000000
הגליל,50930,33.025093,35.392537,סאסא,3304.000000
קווי נצרת - נסיעות ותיירות,51948,32.805205,35.254194,כפר מנדא/כניסה,1004.000000
"רשל""צ עירוני",38453,32.001154,34.760744,ת.רכבת הקוממיות,
העמקים,42216,32.713623,35.104168,רכבת העמק/מ.בגין,2207.000000
רהט והנגב המערבי,16336,31.369199,34.798480,ת.רכבת להבים-רהט,
הגליל,59312,33.014225,35.264102,מעונה ז,3418.000000
קווי נצרת - נסיעות ותיירות,58162,32.883983,35.420896,מראר,3509.000000
הגליל,56550,32.998507,35.297861,"המייסדים/בית""ר",3411.000000
הגליל,56435,32.850395,35.211166,אלמותנבי,403.000000
הגליל,58426,32.855449,35.200580,בית מרקחת כללית,413.000000
הגליל,50681,32.888142,35.240743,שעב מרכז דרום,401.000000
העמקים,53105,32.557966,35.318831,צומת יזרעאל,3624.000000
העמקים,43094,32.753281,35.070992,מחלף יגור,1105.000000
הגליל,52067,32.892034,35.234030,שעב/כביש ראשי,401.000000
הגליל,54649,32.957287,35.580204,זנגריה ב,3212.000000
העמקים,57213,32.788494,35.525326,'צאלון א,3518.000000
מרחב נצרת ג'י.בי טורס,54169,32.764585,35.244248,צומת לוחם הבדואי,2101.000000
תל אביב-שרון-חיפה,40360,32.477805,34.953521,המסילה/מלאכי,3919.000000
חדרה-נתניה,43897,32.470985,35.038558,מסוף חריש/הורדה,3825.000000
ירושלים צפון-ציר מזרחי,57084,32.517120,35.524433,מסעף חמדיה,3701.000000
רחובות פרברי,20503,32.608685,35.292591,"ביה""ס לרפואה",3617.000000
ירושלים צפון-ציר מזרחי,53184,32.989029,35.689705,זויתן/טיילת נווה,3107.000000
רמת הגולן,53223,32.800709,35.685177,גבעת יואב 2,3111.000000
קווי נצרת - נסיעות ותיירות,53067,32.734776,35.210766,צומת זרזיר,2102.000000
העמקים,52931,32.664955,35.579056,מס.אשדות יעקב מא,3532.000000
רמת הגולן,55899,33.196011,35.781994,גנים/שכ. דרומית,3104.000000
קריית שמונה-חיפה,51658,32.708321,35.154552,צומת ישי,2201.000000
קווי נצרת - נסיעות ותיירות,55332,32.661083,35.258205,מסעף גניגר,2112.000000
מרחב נצרת ג'י.בי טורס,41483,32.828091,35.080143,דרך עכו/הגפן,612.000000
הגליל,42990,32.798264,35.048233,ההסתדרות/ב.זיקוק,1211.000000
הגליל,59767,32.893044,35.361885,צומת מחנה צלמון,301.000000
הגליל,55785,32.951405,35.248360,מסעף ירכא/כישור,210.000000
קווי נצרת - נסיעות ותיירות,54208,32.843201,35.262123,צומת יודפת/784,310.000000
עוטף ירושלים,34719,32.114136,34.939705,מחלף קסם,
ירושלים צפון-ציר מזרחי,52792,32.810837,35.672138,מסעף תעשיות גולן,3111.000000
רמת הגולן,52876,32.882725,35.661015,צומת מעלה גמלא,3108.000000
קווי נצרת - נסיעות ותיירות,52519,32.806747,35.368259,הבנק,1938.000000
מרחב נצרת ג'י.בי טורס,55105,32.693996,35.315674,הגפן/החיטה,2007.000000
חדרה-נתניה,40284,32.478790,34.943977,651/השיטה,3921.000000
תל אביב-גליל עמקים,51665,32.992985,35.478294,צומת עין זיתים,3305.000000
חדרה-נתניה,48052,32.511311,35.057816,מועויאה ב,3819.000000
העמקים,51120,32.721600,35.337288,בית ספר נטופה,2005.000000
שומרון,43495,32.459831,35.055241,ד.ארץ/ש.ההגשמה,3827.000000
קווי נצרת - נסיעות ותיירות,56335,32.853326,35.333471,א.בכר/י.יונס,3012.000000
הגליל,55251,32.792892,35.191309,שכונת מוקביל,423.000000
קווי נצרת – שאמ,55945,32.687720,35.273527,יפיע/כביש 302,1933.000000
קווי נצרת – שאמ,59285,32.741140,35.340997,גני פיס,1917.000000
הגליל,56432,32.844736,35.204755,עמאן/אל הרבה,403.000000
קווי נצרת – שאמ,53800,32.680249,35.274282,201/203,1934.000000
הגליל,54944,32.858528,35.191193,אל-באז,415.000000
קווי נצרת - נסיעות ותיירות,57422,32.733663,35.227696,שכונת ג'ואמיס ב,2102.000000
הגליל,50629,32.849736,35.181260,"כיכר אזה""ת -מזרח",416.000000
קווי נצרת - נסיעות ותיירות,54609,32.713104,35.216062,אל מזאריב/אלהדבה,2102.000000
קווי נצרת - נסיעות ותיירות,50739,32.915960,35.302661,נשיאי ישראל/הדקל,324.000000
הגליל,41162,32.819206,34.990054,בן גוריון/אלנבי,1304.000000
קווי נצרת - נסיעות ותיירות,58678,32.729735,35.228668,"בי""ס יסודי הייב",2102.000000
הגליל,50574,32.857212,35.184940,דריג'את,417.000000
קווי נצרת – שאמ,53807,32.675535,35.276263,609/616,1934.000000
"אשדוד-יבנה-ת""א",32973,31.910856,34.803387,פארק המדע/ויצמן,
שומרון,40785,32.435066,34.918072,אחד העם/הרצל,4014.000000
שרון חולון מרחבי,21547,32.118095,34.802464,קלצ'קין/ח. לבנון,
חיפה עירוני,40993,31.711712,35.985046,ד'ישראלי/מ.חורב,
קווי נצרת - נסיעות ותיירות,58469,32.969658,35.496941,ת. מרכזית צפת,3314.000000
שרון,26583,32.092525,34.843800,מח.גהה/זבוטינסקי,
רמת הגולן,57452,31.717060,35.999344,צומת שאן,
הגליל,43022,32.779900,35.021191,טכניון/הנ.אזרחית,1718.000000
הגליל,59968,32.996067,35.260384,מירון/סער,3421.000000
קריית שמונה עירוני,52888,33.244694,35.665760,מסעף שניר,3202.000000
חדרה-נתניה,47804,32.486137,34.904732,שכונת אבני חן א,3914.000000
העמקים,54967,32.641041,35.355968,הדס/ברוש,3607.000000
הגליל,59377,32.970428,35.378021,קבלאן ב,3407.000000
קווי נצרת - נסיעות ותיירות,51663,32.940502,35.441406,מסעף אמירים,3322.000000
קווי נצרת - נסיעות ותיירות,55400,32.629761,35.327744,ד. גולני/קוממיות,3609.000000
הגליל,58363,32.997570,35.270744,ארבל/לוטם,3421.000000
מרחב נצרת ג'י.בי טורס,58068,32.721390,35.567467,מוזיאון,3524.000000
קריית שמונה עירוני,53478,33.226219,35.588978,עיון/שני,3205.000000
תל אביב-גליל עמקים,57082,32.560997,35.545940,אולפנה,3701.000000
הגליל,59781,32.912853,35.336613,צומת כמון,301.000000
הגליל,53558,32.961884,35.545464,מחנה פילון,3215.000000
חדרה פרברי,40559,32.470093,34.989929,המייסדים/תלפיות,3916.000000
חדרה פרברי,42576,32.473946,34.999393,העלייה/נוגה,3916.000000
חדרה-נתניה,47187,32.476349,34.978024,"בי""ס אלישבע/הבני",3919.000000
חיפה-שרון-ירושלים,42657,32.793583,34.958958,מרכזית חוף כרמל,1517.000000
תל אביב-גליל עמקים,55315,32.518467,35.431370,מסעף בית אלפא,3620.000000
קווי נצרת - נסיעות ותיירות,50560,32.929352,35.388851,צומת מורן,318.000000
קווי נצרת - נסיעות ותיירות,58877,32.723293,35.238022,גבעת אלה,2103.000000
העמקים,56757,32.471046,35.506207,קיבוץ עין הנציב,3710.000000
ירושלים צפון-ציר מזרחי,56594,32.449120,35.484375,התרעננות/דלק,3711.000000
הגליל,52370,32.881012,35.096905,מסעף מילואות,245.000000
הנגב,32362,32.083088,34.795891,צומת יסודות,
תל אביב-גליל עמקים,53503,32.908916,35.295502,נשי.ישראל/בירנית,327.000000
מרחב נצרת ג'י.בי טורס,57147,32.742970,35.540779,מסעף נווה עובד ד,3526.000000
קווי נצרת - נסיעות ותיירות,58097,32.741161,35.540997,מסעף נווה עובד ד,3526.000000
תל אביב-גליל עמקים,58056,32.705334,35.584057,חוף צמח,3530.000000
רמת הגולן,57076,32.658627,35.576180,אשדות יעקב/90,3532.000000
תל אביב-גליל עמקים,53776,32.826687,35.227882,צומת דמיידה,310.000000
העמקים,58940,32.857727,35.267296,רפאל/כביש 784,306.000000
הגליל,52551,32.815052,35.263096,65/כפר מנדא,1003.000000
חיפה עירוני,42029,32.772053,35.036701,חבצלת/הורדים,1806.000000
הגליל,59822,32.877937,35.268227,יובלים 3,305.000000
שרון חולון מרחבי,21730,32.092278,34.833927,זבוטנסקי/א.חצירא,
שומרון,43349,32.469299,35.038494,דרך ארץ/אשל,3825.000000
מרחב נצרת ג'י.בי טורס,55489,32.675037,35.253326,נוף העמק/האיריס,2109.000000
העמקים,54540,32.605858,35.334541,מסגד,3623.000000
חדרה-נתניה,47826,32.396702,35.035320,אלשאפי/באר אלבום,4021.000000
חדרה-נתניה,42963,32.711742,34.968403,צומת עתלית,2419.000000
העמקים,56843,32.704460,35.505592,בית הראשונים,3527.000000
תל אביב-גליל עמקים,57105,32.714577,35.492672,מסעף סמדר,3527.000000
רמת הגולן,52862,33.155529,35.785336,צומת בראון,3105.000000
הגליל,59148,33.007763,35.311546,משק תרנוגלות,3411.000000
הגליל,53624,32.928181,35.160213,בנק מרכנתיל,209.000000
מרחב נצרת ג'י.בי טורס,54243,32.735252,35.263481,מחלף ציפורי,2101.000000
חדרה-נתניה,47689,32.489597,34.914349,השמש/הגשם,3914.000000
הגליל,53393,32.901306,35.414368,צומת חלפתא,3505.000000
תל אביב-גליל עמקים,52182,32.699146,35.316303,"בי""ס שרת",2007.000000
תל אביב-גליל עמקים,41946,32.731037,35.144924,כיכר רמת טבעון,2203.000000
העמקים,48005,32.699051,35.111660,מעלה אבשלום ו,2206.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,42938,32.807377,35.062466,שד.ההסתדרות/שנקר,1203.000000
ירושלים-שפלה,38683,31.983620,34.769669,המכללה למינהל,
חולון עירוני ומטרופוליני+תחרות חולון,38913,31.992428,34.756760,משה שרת/יעקב קנר,
ירושלים עוטף מערב,2059,31.797916,35.231098,"רק""ל גבעת התחמשת",
שומרון,37043,32.170311,34.927784,קניון ג'י/וייצמן,
הגליל,58188,32.941448,35.369385,כביש המראה,318.000000
קריית שמונה-חיפה,59900,33.021091,35.556759,צומת איילת השחר,3308.000000
הגליל,57674,32.930656,35.081703,דוד רמז/ד.הארבעה,222.000000
שומרון,22277,32.085926,34.832092,עקיבא/קדושי ורשה,
תל אביב-שרון-חיפה,41209,32.784771,35.017483,טרמפלדור/ככר דוד,1739.000000
חולון עירוני ומטרופוליני+תחרות חולון,25114,32.090187,34.845558,מחלף גהה/כביש 4,
חיפה-שרון-ירושלים,41782,32.799335,35.102760,העצמאות/הילל,910.000000
שרון,25354,32.065819,34.764183,מ. כרמלית/הכרמל,
קריית שמונה-חיפה,52754,32.990005,35.561886,צומת מחניים,3211.000000
מרחב נצרת ג'י.בי טורס,53991,32.754665,35.318665,המוביל/היוצר,2006.000000
הנגב,19380,31.076744,35.040287,אל נקווה/פינטו,
רמת הגולן,57069,32.705109,35.584991,"מוא""ז עמק הירדן",3530.000000
תל אביב-גליל עמקים,51446,33.170300,35.569584,צומת גומא,3209.000000
חיפה עירוני,40988,32.790001,34.987595,קרית ספר/מוריה,1615.000000
הגליל,59433,32.963947,35.176956,חילים משוחררים ב,207.000000
קווי נצרת - נסיעות ותיירות,59812,32.904800,35.411648,מסעף ענבר,3322.000000
הגליל,54159,32.756248,35.234798,מ.המוביל/למזרח,2101.000000
תל אביב-חדרה,43682,32.443108,34.935570,"צה""ל",4005.000000
חדרה-נתניה,52256,32.659931,35.104004,צומת יקנעם עילית,2210.000000
הגליל,53185,32.837112,35.416481,מחלף עילבון,3503.000000
הגליל,59315,32.966305,35.304874,כסרא ח,3424.000000
העמקים,56785,32.686077,35.404419,סופר,3601.000000
מרחב נצרת ג'י.בי טורס,43022,32.780167,35.022018,טכניון/הנ.אזרחית,1718.000000
קווי נצרת - נסיעות ותיירות,57436,32.801792,35.172626,אלמוטראן חגאר,407.000000
צפון הנגב,10145,31.744259,34.771667,מכללת אחוה,
קריית שמונה-חיפה,52857,32.994896,35.690823,צומת קצרין,3107.000000
צפון הנגב,21256,32.055740,34.779636,ת.מרכזית תל אביב,
חדרה-נתניה,43239,32.419727,35.038673,בירבורין/אלקאסמי,4019.000000
רמת הגולן,55378,32.605976,35.302849,צומת מרחביה,3623.000000
הגליל,53463,32.779438,35.245300,צומת חנתון,1005.000000
קווי נצרת - נסיעות ותיירות,58891,32.686363,35.247040,שאול עמור/התעשיה,2104.000000
הגליל,58279,32.789906,35.224335,מקמאן 12/יציאה,1002.000000
העמקים,54250,32.788651,35.458096,פארק תעשיות קדמת,3513.000000
הגליל,50662,33.083584,35.288994,מסעף שומרה מזרח,3401.000000
קווי נצרת - נסיעות ותיירות,43022,32.779842,35.021191,טכניון/הנ.אזרחית,1718.000000
הגליל,59125,33.100094,35.287537,זרעית ג,3401.000000
חדרה פרברי,40701,32.426651,35.032833,אלקודס/אלפתח,4018.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,58114,32.796223,35.517818,צומת כפר חיטים,3511.000000
קווי נצרת - נסיעות ותיירות,42667,32.845657,35.091095,דרך עכו/המייסדים,704.000000
הגליל,59817,32.866486,35.250774,עצמון,306.000000
חיפה עירוני,42904,32.766083,34.991505,הולנד,1623.000000
הגליל,58309,32.869343,35.202904,מועצה מקומית,411.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,54169,32.772339,35.265095,צומת לוחם הבדואי,2101.000000
קווי נצרת - נסיעות ותיירות,52394,32.714245,35.412117,מסעף בית קשת,3529.000000
מרחב נצרת ג'י.בי טורס,55617,32.674702,35.256889,שושנת עמקים/משחק,2109.000000
הגליל,59904,32.992065,35.130276,נתיב השיירה ג,110.000000
העמקים,56671,32.783672,35.498737,המברגר/ש.אלישיב,3520.000000
אשכול דרומי,11948,31.652510,34.764374,אצטדיון טרנר,
ירושלים צפון-ציר מזרחי,57059,32.779243,35.544353,חוף גיא,3516.000000
מרחב נצרת ג'י.בי טורס,57299,32.857311,35.399818,צ. צלמון/אלחמרה,3510.000000
קווי נצרת - נסיעות ותיירות,50731,32.914124,35.302135,פארק אופירה,324.000000
רמת הגולן,54377,33.224098,35.625664,צומת הגושרים,3202.000000
חיפה עירוני,47791,32.834797,35.084770,ב.גוריון/נרקיסים,707.000000
העמקים,56164,32.603477,35.294403,המלאכה/הפרסה,3616.000000
חדרה-נתניה,46038,32.518837,34.921719,האילן/הזית,3910.000000
קווי נצרת - נסיעות ותיירות,51992,32.891602,35.401978,שכונה מערבית ג,3507.000000
רהט והנגב המערבי,22974,32.085209,34.839760,רב כהנמן/ר.עקיבא,
חדרה פרברי,2316,32.476898,34.981445,ד.הבנים/ד.משמרות,3919.000000
הגליל,50935,33.028851,35.407200,צומת חירם,3304.000000
הגליל,59780,32.906261,35.327217,מכמנים מרכז,301.000000
חיפה עירוני,42660,32.815758,35.001518,ק. הממשלה/פל ים,1308.000000
פתח תקוה-ראש העין,20755,32.114349,34.840942,ד.הנביאה/ולנברג,
העמקים,40297,32.778828,35.012531,מלל/יערי,1717.000000
רמת הגולן,58008,32.958706,35.490765,"דוד אלעזר/הרמב""ם",3316.000000
ירושלים עוטף מערב,1435,31.797892,35.238895,שד' צ'רצ'יל/קציר,
תל אביב-שרון-חיפה,38334,32.102936,34.869259,ז.המר/ש.שמלצר,
חיפה עירוני,40991,32.790905,34.987305,יותם/מוריה,1615.000000
ירושלים עוטף מערב,6138,31.785124,35.204048,בנייני האומה,
הגליל,54789,32.966457,35.376400,בית ג'ן 6,3408.000000
ביתר עילית ועמק האלה,5482,31.798208,35.014412,מחלף מסילת ציון,
חיפה-שרון-ירושלים,4216,31.787024,35.199432,גשר המיתרים/הרצל,
תל אביב-גליל עמקים,53388,32.997478,35.685471,שיאון/טיילת אפק,3107.000000
מרחב נצרת ג'י.בי טורס,54159,32.756241,35.234772,מ.המוביל/למזרח,2101.000000
העמקים,54251,32.773434,35.397667,צומת מחנה שמשון,3523.000000
הגליל,43015,32.778961,35.019585,טכניון/ב. הספורט,1718.000000
רמת הגולן,53111,33.250031,35.671547,צומת שיאון,3102.000000
קווי נצרת - נסיעות ותיירות,53345,32.924435,35.285973,צומת כרמיאל מערב,315.000000
העמקים,55119,32.533146,35.340397,המלאכה/י. חנקין,3626.000000
הגליל,59801,32.859566,35.262527,מ. אזורית משגב,306.000000
קריית שמונה-חיפה,59704,32.900715,35.091576,מסעף עין המפרץ,206.000000
העמקים,53463,32.779408,35.245285,צומת חנתון,1005.000000
שרון חולון מרחבי,32458,32.095238,34.861752,א.גיסין/משה דיין,
ירושלים-ב.ברק קו 402,638,31.800976,35.124641,מחלף חמד,
קריית שמונה עירוני,58362,33.278767,35.570740,מעלה הצפיה/הסחלב,3201.000000
ירושלים צפון-ציר מזרחי,51685,32.705227,35.596901,מסעף מעגן,3530.000000
תל אביב-גליל עמקים,55200,32.497265,35.497021,ירושלים/התומר,3707.000000
רהט והנגב המערבי,61192,31.835943,34.980644,צ.חט' שבע/לטרון,
קווי נצרת - נסיעות ותיירות,40520,32.802799,35.083382,"זבולון/קק""ל",904.000000
"רשל""צ עירוני",-1,31.969105,34.784283,לא מוגדר,
הגליל,51563,32.875912,35.193291,כאבול ו'/יציאה,402.000000
"מתמ""ז-קריות",42319,32.801517,35.045597,משה דיין/י. ידין,1212.000000
העמקים,59882,32.734909,35.191536,גן ציבורי,2201.000000
ירושלים עוטף מערב,1684,31.806484,35.233803,חניון הרטום,
קריית שמונה עירוני,55465,33.244110,35.594734,יובל/שער מערבי,3203.000000
העמקים,57982,32.450054,35.487968,כב. 90/תל תאומים,3711.000000
הגליל,54877,33.019424,35.449589,גן ילדים,3307.000000
שרון חולון מרחבי,20826,32.085861,34.834827,רבי עקיבא/הרב שך,
קריית שמונה עירוני,52615,33.235981,35.579285,מסעף תל חי,3201.000000
העמקים,58318,32.712471,35.212471,מזאריב/כביש 7626,2102.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,58123,32.789955,35.539631,אלחדיף/אילת,3516.000000
מרחב נצרת ג'י.בי טורס,43015,32.778950,35.019630,טכניון/ב. הספורט,1718.000000
ירושלים צפון-ציר מזרחי,51455,33.164665,35.569851,צומת גומא,3209.000000
רמת הגולן,57353,32.807262,35.716511,א.ת. בני יהודה,3110.000000
חדרה-נתניה,37492,32.373379,35.035961,כביש 574,
שרון חולון מרחבי,27150,32.168053,34.803989,מ.היהודים/מתתיהו,
פתח תקוה-ראש העין,37663,31.951481,34.857944,צ.צריפין לצפון,
קריית שמונה עירוני,52749,33.208824,35.607944,בית הלל ג,3203.000000
שרון,33073,32.174076,34.914982,"תחנה מרכזית כפ""ס",
חדרה פרברי,43462,32.441341,34.898945,י.שמיר/ג.צחור,4010.000000
חולון עירוני ומטרופוליני+תחרות חולון,35744,31.905344,34.806568,"ת. מרכזית ראשל""צ",
חדרה-נתניה,42183,32.772514,35.045506,הברוש/פרץ,1816.000000
העמקים,42985,32.762756,35.017429,אוניברסיטת חיפה,1624.000000
"מתמ""ז-קריות",41806,32.802158,34.984932,דגניה/חוף ק.חיים,1630.000000
הגליל,41184,32.773811,35.009983,בית ספר אליאנס,1625.000000
חדרה-נתניה,40839,32.661938,34.960106,צומת גבע כרמל,2425.000000
חיפה עירוני,41821,32.714649,34.970490,צ.אורן/כלא 6,2419.000000
רמת הגולן,52681,33.014462,35.637783,מצפה גדות,3108.000000
רחובות פרברי,33598,32.175503,34.890415,מסוף משה ארנס,
רמת הגולן,55214,32.548370,35.414501,כלא שאטה,3621.000000
חדרה פרברי,47939,32.570232,34.962585,תיכון המושבה,2504.000000
חדרה-נתניה,46068,32.593521,34.955479,פוריידיס 6,2416.000000
חשמונאים,35909,31.964504,34.802963,עין הקורא/הרצל,
רמת הגולן,51342,32.926525,35.605946,כרכום 4,3501.000000
הגליל,51445,33.201977,35.569614,תל-חי/ה. סאלד,3208.000000
קריית שמונה עירוני,55556,33.279099,35.578674,הראשונים/המורג,3201.000000
חדרה פרברי,2271,32.478783,34.961334,הדרים/גלבוע,3919.000000
חדרה פרברי,40735,32.407143,35.048138,ברכת שחיה/אלקודס,4020.000000
קריית שמונה-חיפה,54320,32.999542,35.683662,שיאון/סער,3107.000000
קווי נצרת - נסיעות ותיירות,43716,32.765671,35.052944,אצטדיון נשר,1815.000000
הגליל,53340,33.209175,35.569176,ת.מ. קרית שמונה,3207.000000
חיפה עירוני,47352,32.769413,35.044235,6הימים/ק.היסוד,1803.000000
רמת הגולן,53341,32.887360,35.715069,מחנה רומח,3108.000000
הגליל,58374,32.997704,35.276192,בית כנסת/שניר,3421.000000
הגליל,56892,32.812546,35.175304,ע.בהיג/תל אלדהב,406.000000
קריית שמונה עירוני,54375,33.224880,35.609192,מסעף בית הלל/למז,3203.000000
רחובות פרברי,21666,32.804092,35.103928,קניון איילון,910.000000
הגליל,59932,33.018864,35.264008,מעונה ה,3418.000000
הגליל,50761,32.970818,35.310558,כסרא שדות,3424.000000
חדרה-נתניה,41491,32.509766,35.133415,א.טאלב/כ.מערבית,3811.000000
ביתר עילית ועמק האלה,22974,32.085243,34.839809,רב כהנמן/ר.עקיבא,
העמקים,58913,32.534225,35.336426,"מג""ב גן נר",3626.000000
חשמונאים,38634,31.987343,34.757809,ת. רכבת משה דיין,
רמת הגולן,54375,33.224922,35.606335,מסעף בית הלל/למז,3203.000000
בקעת אונו אלעד,58469,32.969360,35.496990,ת. מרכזית צפת,3314.000000
רמת הגולן,53160,32.902588,35.647976,צ.יהודיה 87/92,3108.000000
חדרה-נתניה,47871,32.517384,34.945015,צופי בנימנה/ברוש,3907.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,54147,32.927715,35.393951,צומת מורן,301.000000
רמת הגולן,57084,32.514114,35.521687,מסעף חמדיה,3701.000000
תל אביב-גליל עמקים,55365,32.516174,35.490726,צומת מחנה גדעון,3709.000000
הגליל,50218,33.062286,35.107544,"בי""ס שדה אכזיב",101.000000
חדרה פרברי,40797,32.475857,34.985569,הבנים/יד לשילוב,3916.000000
מרחב נצרת ג'י.בי טורס,43076,32.779930,35.024929,טכניון/הנ.חקלאית,1718.000000
העמקים,40869,32.527611,35.141743,כ65/אום אל פחם ב,3810.000000
ירושלים צפון-ציר מזרחי,59862,32.989536,35.703960,פארק קצרין,3107.000000
חדרה-נתניה,55703,32.556576,35.200726,מסעף גבעת עוז,2218.000000
העמקים,54676,32.521950,35.325676,שכונה דרום מזרח,3627.000000
קווי נצרת - נסיעות ותיירות,58090,32.756783,35.536648,בית חולים פוריה,3526.000000
חיפה עירוני,46949,31.717093,35.999367,גן ציבורי/הגפן,
קווי נצרת - נסיעות ותיירות,51264,32.864429,35.278210,"צומת אז""ת תרדיון",306.000000
העמקים,39705,31.717104,35.999374,מחלף קסם,
קווי נצרת – שאמ,53951,32.708752,35.307529,דרך הציונות/אגוז,1909.000000
הגליל,57017,32.942913,35.551361,צומת מחנה יפתח,3216.000000
העמקים,54864,32.439640,35.490082,שדי תרומות,3711.000000
עוטף ירושלים,35139,31.910233,35.015648,החשמונאים,
הגליל,59978,33.011654,35.477501,חניון עין זיתים,3305.000000
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,57292,32.872334,35.453316,מסעף כלנית,3503.000000
מרחב נצרת ג'י.בי טורס,43108,32.814629,35.002312,פלים/ק. גלויות,1308.000000
הגליל,53321,32.927883,35.093567,העליה/יהודה הלוי,215.000000
חדרה פרברי,2315,32.472252,34.999268,אחוזה/העלייה,3916.000000
מטרונית חיפה,42657,32.795692,34.962086,מרכזית חוף כרמל,1517.000000
קווי נצרת – שאמ,54233,32.701439,35.298359,תחנה מרכזית נצרת,1928.000000
מרחב נצרת ג'י.בי טורס,41625,32.710773,35.122032,בית ספר קרית עמל,2205.000000
רמת הגולן,57071,32.687531,35.582939,מסעף בית זרע,3530.000000
הגליל,56211,32.957706,35.458473,כפר שמאי/מזכירות,3322.000000
הגליל,56491,32.947712,35.180115,אלבאשא/אלחורה,242.000000
תל אביב-גליל עמקים,51661,32.706673,35.172565,מרכז רמת ישי,2208.000000
קריית שמונה-חיפה,50881,32.935104,35.350945,מסעף שזור,317.000000
הגליל,57090,33.027653,35.400681,אזור תעשיה סאסא,3304.000000
רמת הגולן,58514,32.738411,35.658752,מסעף מבוא חמה,3111.000000
בית שמש,32449,32.074875,34.905437,בגין/ויינברגר,
ירושלים צפון-ציר מזרחי,51691,32.716557,35.616730,מסעף תל קציר,3530.000000
העמקים,40824,32.530537,34.945736,מחצבת בנימינה,3904.000000
קווי נצרת - נסיעות ותיירות,52499,32.780186,35.498032,מסעף אזור תעשיה,3513.000000
ירושלים צפון-ציר מזרחי,53658,33.035213,35.572742,צומת אילת השחר,3210.000000
מרחב נצרת ג'י.בי טורס,55264,32.652245,35.291782,מכללת עמק יזרעאל,2107.000000
קווי נצרת - נסיעות ותיירות,58219,32.861641,35.359848,בית ספר יסודי ב',3013.000000
הגליל,59113,33.084625,35.284451,שומרה ג מקלט,3401.000000
העמקים,54840,32.680828,35.126698,ת.רכבת כפר יהושע,2209.000000
חדרה פרברי,48122,32.475414,34.992626,הבנים/המושב,3916.000000
קווי נצרת - נסיעות ותיירות,58896,32.683262,35.250565,ש.עמור/נחל הצבי,2104.000000
קווי נצרת - נסיעות ותיירות,51854,32.710773,35.333920,בית עלמין ישן,2003.000000
העמקים,46908,32.718361,35.142189,ק. אלונים מרכז,2201.000000
העמקים,58958,32.551098,35.202339,מסעף זלפה,2218.000000
הגליל,53011,32.941586,35.164413,צומת ג'וליס,242.000000
רמת הגולן,57060,32.771748,35.547016,חוף גנים,3516.000000
שומרון,27083,32.132801,34.832523,צומת הכפר הירוק,
כרמיאל עירוני כרמיאל-חיפה חיפה-טבריה,50590,32.918991,35.280670,"כביש 784/ש.קק""ל",328.000000
קווי נצרת - נסיעות ותיירות,55639,32.691193,35.298004,אל-חאג'/א-דיר,1932.000000
קווי נצרת - נסיעות ותיירות,58005,32.957314,35.497681,ויצמן/מ. אנילביץ,3313.000000
רמת הגולן,54405,32.906902,35.771942,מסעף שמורת גמלא,3108.000000
חדרה פרברי,47133,32.475349,34.976673,דרך הנדיב/הנוטר,3917.000000
שומרון,40420,32.447826,34.958168,צ.גרנות/גן שמואל,4003.000000
קווי נצרת - נסיעות ותיירות,55344,32.643604,35.291065,מסעף כפר גדעון,2107.000000
הגליל,50720,33.077991,35.299164,מס.אבן מנחם צפון,3401.000000
"מתמ""ז-קריות",43772,32.814236,35.040127,נמל התעופה חיפה,1226.000000
ירושלים צפון-ציר מזרחי,54155,32.797802,35.404484,מחנה נטפים,3512.000000
חדרה פרברי,40449,32.479500,34.958424,ד.הים/ד.הרכבת,3919.000000
שרון חולון מרחבי,39769,32.313725,34.883736,ת. מרכזית נתניה,
קווי נצרת - נסיעות ותיירות,56822,32.667389,35.400974,צומת אום אל גאנם,3528.000000
חדרה-נתניה,25071,32.100945,34.793034,ס.הקיבוצים/נמיר,
מרחב נצרת ג'י.בי טורס,52459,32.773853,35.305569,היב 3,1902.000000
העמקים,55561,32.635983,35.445324,גזית,3603.000000
קווי נצרת - נסיעות ותיירות,52724,32.705750,35.412159,"מסעף בי""ס כדורי",3528.000000
