stop_a,stop_b,routed_m,straight_m,covered_m,observed_min,n_trips,flag
4422,4296,987.44,815.05,987.44,1.58,3,ok
44220,44219,375.25,230.31,362.46,0.88,6,ok
44221,6118,396.13,243.40,396.13,1.22,5,ok
44222,44167,450.50,224.44,435.18,2.35,11,ok
44223,50094,405.94,349.80,405.94,0.90,12,ok
44226,44217,188.74,175.17,188.74,0.46,7,ok
44235,44239,377.28,327.33,377.28,0.98,12,ok_undirected
44236,44238,279.39,217.69,279.39,0.73,11,ok
44237,44235,310.43,248.99,310.43,0.82,12,ok_undirected
44238,43433,280.42,144.68,280.42,0.95,13,ok
44238,49058,111.06,111.50,111.06,0.43,1,ok
44239,3161,330.51,170.43,330.51,0.89,12,ok
44240,44236,435.61,426.82,435.61,1.14,11,ok
44240,49058,826.06,612.09,826.06,2.29,2,ok
44241,35666,756.16,531.62,756.16,2.28,3,ok
44241,44237,610.45,324.61,610.45,1.53,12,ok
44242,1824,0.00,140.94,0.00,0.62,22,no_coverage
44243,17614,211.47,189.15,211.47,0.84,22,ok
44243,17623,604.75,242.39,604.75,2.06,45,ok
44243,5575,83.37,47.45,83.37,0.47,2,ok_undirected
44244,17665,78.46,78.10,78.46,0.10,11,ok_undirected
44245,38920,222.86,255.58,222.86,0.59,8,ok
44246,44206,70.74,108.29,70.74,0.34,14,ok
44247,41275,223.59,167.40,223.59,0.87,8,ok
4425,4287,4215.44,4138.56,0.00,3.21,4,no_coverage
4426,4435,3518.48,3270.35,3518.48,2.87,4,ok
44275,38165,54.69,67.10,54.69,0.14,5,ok
44276,18225,294.15,228.89,294.15,1.01,5,ok
44277,44278,178.05,79.31,158.57,0.38,5,ok
44278,44279,462.46,408.11,0.00,0.85,5,no_coverage
44279,44280,96.75,112.34,0.00,0.45,5,no_coverage
44280,44283,275.77,227.38,0.00,0.35,5,no_coverage
44281,38166,244.14,89.49,244.14,0.68,5,ok
44282,44281,141.90,168.34,141.90,0.35,5,ok
44283,44284,298.08,226.30,0.00,0.83,5,no_coverage
44284,44286,162.63,139.93,162.63,0.94,5,ok
44285,44282,202.42,193.90,0.00,0.25,5,no_coverage
44286,44285,258.29,206.72,258.29,0.86,5,ok
4429,20025,3579.28,3399.41,3579.28,2.82,2,ok
44294,19303,405.35,311.90,405.35,1.31,15,ok
44294,40403,588.22,404.32,588.22,1.66,7,ok
44295,44245,179.73,156.22,179.73,1.04,8,ok
44296,40348,210.73,223.60,210.73,0.43,8,ok
44296,41278,56.99,74.31,56.99,0.24,7,ok
44299,6010,293.10,274.29,293.10,0.83,22,ok
4430,4429,1146.84,1095.34,1146.84,0.98,2,ok
44300,44296,522.32,359.85,522.32,1.67,7,ok
44300,44299,388.10,373.48,388.10,1.23,15,ok
4431,4432,1085.91,1005.44,28.40,1.39,2,ok
4432,19979,155.65,143.95,155.65,0.15,4,ok
44334,1036,1405.29,1047.30,1405.29,1.62,2,ok
44334,36111,1326.24,1264.87,1326.24,1.83,5,ok
44341,17579,761.51,593.06,761.51,2.49,12,ok
44341,17595,514.74,412.04,514.74,2.32,24,ok
44341,48062,326.92,306.26,326.92,1.41,31,ok
44342,18341,3519.24,3017.57,3360.94,3.79,2,ok
44342,18919,3357.26,3020.00,3357.26,3.61,11,ok
44343,18957,1218.42,862.05,1218.42,2.82,2,ok
44343,18960,938.86,809.95,938.86,1.54,2,ok
44343,49750,4271.50,2228.37,479.09,7.09,2,ok
44346,1133,132.93,134.37,132.93,0.97,6,ok
44347,42505,618.97,248.69,618.97,1.47,6,ok_undirected
44348,44492,204.80,268.64,204.80,0.39,6,ok
4435,19449,2501.37,2310.09,2501.37,2.24,3,ok
4435,4432,1413.24,1315.70,1413.24,1.40,1,ok
44353,39061,947.73,568.31,947.73,1.40,3,ok
44354,39050,1103.98,796.92,1103.98,1.66,3,ok
44355,44365,580.78,498.73,580.78,1.27,3,ok
44356,38574,322.68,300.67,322.68,0.67,3,ok
44357,38575,263.62,236.84,263.62,0.66,3,ok
44358,4030,791.54,800.88,791.54,1.71,14,ok
44359,43470,520.25,359.98,520.25,1.12,3,ok
44360,44669,274.45,205.88,274.45,0.58,5,ok_undirected
44360,51915,689.80,392.21,689.80,1.66,3,ok
44361,44360,478.34,283.97,478.34,1.06,8,ok
44362,43463,141.89,145.92,141.89,0.31,8,ok
44363,43450,4639.62,240.59,4639.62,9.04,8,ok
44364,44357,1109.08,1019.05,683.37,1.39,1,ok
44364,44366,1104.26,1102.04,652.27,1.34,1,ok
44364,50213,610.57,573.24,610.57,0.71,7,ok
44365,44356,248.92,204.20,248.92,0.42,3,ok
44366,36005,373.41,389.30,0.00,0.81,2,no_coverage
4438,7173,2207.70,1572.34,2207.70,2.42,2,ok
4439,4453,3352.25,3204.86,36.36,8.81,1,ok
44394,4773,1045.50,247.91,1045.50,2.03,11,ok
44395,20386,207.96,236.72,207.96,0.44,12,ok
44397,42994,346.22,340.93,346.22,1.03,9,ok
44425,4514,156.10,126.36,156.10,0.44,43,ok
44425,5070,79.59,119.17,79.59,0.23,15,ok
4443,38206,223.06,244.35,223.06,0.78,5,ok
44440,17969,433.28,448.40,433.28,0.60,12,ok
44440,17989,427.99,376.99,427.99,0.58,31,ok_undirected
44442,17991,499.53,362.62,499.53,1.02,12,ok
44443,39705,236.65,264.37,236.65,0.64,12,ok
44448,2444,4339.47,254.30,4225.30,7.91,4,ok
44449,7270,1161.50,1000.92,0.00,2.93,4,no_coverage
44450,42589,462.83,435.30,462.83,1.50,11,ok
44451,17039,143.85,236.19,143.85,0.32,4,ok
4446,38114,1061.94,842.36,1061.94,2.04,4,ok
4446,4349,8205.60,4363.34,8205.60,8.40,1,ok
4446,51573,1105.81,980.64,1105.81,1.20,2,ok
4447,4449,2420.44,1584.62,2420.44,2.76,4,ok
4448,4446,2420.44,1562.88,2420.44,2.47,7,ok
44489,43016,573.33,383.14,297.88,1.99,11,ok
4449,4450,425.49,372.17,425.49,0.82,4,ok
44491,42506,262.95,275.92,262.95,0.56,9,ok
44492,42993,328.50,278.88,328.50,0.70,6,ok
4450,38252,3131.44,2020.06,3131.44,4.35,4,ok
4451,4438,3244.95,3133.69,3244.95,3.20,1,ok
44516,5042,1611.61,1233.92,1598.71,2.70,5,ok
44517,35374,1160.18,943.53,1160.18,2.87,5,ok
4452,48852,3103.57,2868.33,3103.57,4.94,4,ok
4452,6098,3358.65,2971.37,3080.89,5.33,2,ok
4453,38251,270.62,267.38,257.93,0.75,2,ok
4453,4455,257.93,231.73,257.93,0.72,9,ok
4454,4451,350.23,303.60,350.23,1.05,1,ok
4454,4452,423.41,397.02,423.41,1.26,6,ok
44540,44546,295.37,294.62,295.37,0.57,22,ok
44541,44540,270.31,226.99,270.31,0.64,22,ok
44541,44546,565.68,391.74,565.68,1.21,1,ok
44542,43144,138.62,117.53,0.00,0.69,21,no_coverage
44543,44542,177.92,190.82,173.12,0.42,21,ok
44544,44543,233.79,160.93,233.79,0.55,21,ok
44545,44544,129.89,189.22,129.89,0.28,21,ok
44546,38965,258.48,215.27,258.48,0.66,16,ok
44546,43142,240.18,171.56,240.18,0.57,7,ok_undirected
44547,43145,781.46,552.02,776.66,1.71,1,ok
44547,44545,239.86,166.51,239.86,0.47,21,ok
4455,4456,272.02,270.75,272.02,0.77,8,ok
44553,40967,655.77,564.29,655.77,1.58,10,ok
44554,20139,557.74,583.52,557.74,1.18,10,ok_undirected
44555,44554,173.96,87.82,173.96,0.34,10,ok
44556,44555,487.75,294.50,487.75,1.06,10,ok
44557,44556,234.21,249.06,234.21,0.44,10,ok
44558,44557,191.20,199.59,191.20,0.45,10,ok
44559,44897,655.98,411.38,655.98,1.78,10,ok
4456,4458,365.65,273.29,365.65,0.93,8,ok
44560,44559,234.21,244.49,234.21,0.46,10,ok
44561,44560,487.75,306.36,487.75,1.06,10,ok
4458,39166,2591.68,2358.70,2591.68,3.41,7,ok
4458,4462,5748.21,2760.96,5748.21,9.56,1,ok
4462,20256,2187.46,1439.45,2187.46,2.72,5,ok
44631,44645,164.38,185.43,164.38,0.26,9,ok
44632,2745,307.73,235.94,307.73,0.52,10,ok
44633,44651,89.26,186.83,89.26,0.20,10,ok
44634,44638,1118.48,216.73,1118.48,2.73,9,ok
44635,44646,263.39,224.32,263.39,0.83,9,ok
44636,44637,440.69,194.51,440.69,1.20,10,ok
44637,44633,1118.48,241.60,1118.48,2.90,10,ok
44638,44635,0.00,186.82,0.00,0.28,9,no_coverage
44639,44642,248.22,264.05,248.22,0.65,10,ok
44640,17097,163.32,115.88,163.32,0.49,9,ok
44641,44640,319.52,254.93,319.52,0.76,9,ok
44642,44643,295.83,139.89,295.83,0.69,10,ok
44643,17097,661.36,436.22,661.36,1.46,10,ok
44644,44632,164.38,151.20,164.38,0.33,10,ok
44645,17106,263.38,212.86,263.38,0.50,9,ok
44646,44648,263.39,144.59,263.39,0.73,9,ok
44647,44636,440.69,75.13,440.69,1.28,10,ok
44648,17102,509.27,279.27,509.27,1.35,9,ok
44650,44634,89.26,150.15,89.26,0.17,9,ok
44651,44653,264.06,215.86,264.06,0.70,10,ok
44652,44650,152.27,205.96,152.27,0.31,9,ok
44653,2598,225.93,223.46,225.93,0.72,10,ok
44669,51813,399.07,254.33,399.07,0.84,54,ok
44669,51915,519.02,285.34,519.02,1.26,5,ok
44669,51918,519.02,285.34,519.02,1.26,2,ok
44669,51919,519.02,285.34,519.02,1.26,6,ok
44670,44675,204.68,156.22,204.68,0.62,25,ok
44673,44670,191.83,164.86,191.83,0.59,25,ok
44674,16968,219.98,232.03,219.98,0.59,18,ok
44675,49879,206.57,207.46,206.57,0.58,25,ok
44676,44678,170.71,171.08,170.71,0.58,7,ok
44677,44676,357.08,343.53,357.08,0.89,7,ok
44678,16976,409.41,195.34,409.41,0.89,7,ok
44679,44359,217.49,205.28,217.49,0.32,3,ok
4469,4473,252.70,231.12,252.70,0.66,26,ok
4469,4526,232.60,118.03,232.60,0.59,14,ok
4470,4729,358.07,353.02,358.07,1.04,13,ok_undirected
4470,4909,293.98,283.01,293.98,0.77,29,ok
4471,4472,201.61,236.55,201.61,0.54,28,ok
44710,35913,298.84,239.26,298.84,1.34,4,ok
44710,44720,383.69,259.12,383.69,1.09,5,ok
44711,44719,289.18,293.91,289.18,0.93,4,ok
44712,44714,340.31,217.73,340.31,0.74,4,ok
44713,44718,912.33,996.26,912.33,2.02,5,ok
44714,44716,382.41,348.34,382.41,1.07,4,ok
44715,44713,412.67,422.84,412.67,0.88,5,ok
44716,50307,40.61,181.45,40.61,0.13,4,ok
44717,44715,601.85,331.37,601.85,1.45,5,ok
44718,44710,288.01,229.16,273.67,0.80,9,ok
44719,44712,1202.93,1081.97,1202.93,3.49,4,ok
44719,44717,461.40,381.65,461.40,1.44,5,ok
4472,4470,344.96,221.60,344.96,0.96,28,ok
44720,4081,511.47,407.57,511.47,1.51,5,ok
44721,44711,319.35,287.76,319.35,1.22,4,ok
44723,44721,1106.25,945.46,1106.25,3.80,4,ok
44724,44726,511.05,355.12,511.05,1.44,5,ok
44725,44723,134.77,177.05,134.77,0.55,4,ok
44726,44727,170.48,216.18,170.48,0.31,5,ok
44727,44730,122.41,92.55,122.41,0.22,5,ok
44728,35915,350.13,240.81,350.13,0.84,5,ok
44729,44725,709.91,366.19,709.91,1.80,4,ok
4473,4474,229.02,233.65,229.02,0.68,26,ok
44730,44728,234.80,292.70,234.80,0.50,5,ok
44731,4141,539.83,571.80,539.83,1.41,9,ok
44732,44731,105.46,156.57,105.46,0.27,9,ok
44734,44732,717.39,441.37,717.39,1.93,9,ok
4474,4477,227.44,209.57,227.44,0.67,11,ok
4474,5079,290.38,135.31,290.38,0.82,15,ok
4475,4471,330.05,242.25,330.05,0.88,28,ok
4476,4469,167.45,96.94,167.45,0.52,40,ok
4477,4527,298.11,263.22,298.11,0.83,1,ok
4477,4570,306.82,237.83,306.82,0.93,10,ok
44776,41455,269.49,229.57,269.49,0.52,10,ok
4479,18488,861.12,543.91,861.12,1.62,83,ok_undirected
4479,4975,698.91,613.56,698.91,1.15,33,ok
44793,44795,1930.67,1510.42,0.00,21.98,181,no_coverage
44795,44793,1930.67,1510.42,0.00,11.70,181,no_coverage
44795,44798,2459.50,2236.97,0.00,14.73,181,no_coverage
44798,44795,2459.50,2236.97,0.00,14.98,181,no_coverage
4480,4735,1374.91,1193.99,545.82,3.86,2,ok
4480,5033,1166.84,997.48,459.39,2.38,3,ok
4482,4484,732.10,648.08,596.46,1.52,5,ok_undirected
4482,5185,497.13,356.70,497.13,1.00,13,ok_undirected
44825,17575,260.45,211.32,260.45,0.55,36,ok
44826,38615,4113.02,2950.20,4018.65,4.61,3,ok
44826,48253,1328.81,1108.83,1328.81,1.47,10,ok
4483,35311,546.27,340.61,546.27,1.17,6,ok_undirected
44830,46457,408.34,363.17,408.34,1.09,14,ok
44831,50127,205.17,242.39,205.17,0.54,11,ok
4484,40677,459.86,248.34,327.36,2.38,10,ok
4484,4483,380.55,343.74,244.92,1.12,6,ok_undirected
4485,4492,291.82,320.79,291.82,0.57,26,ok
44850,2581,387.54,348.88,387.54,1.06,11,ok
44851,35945,268.05,224.92,268.05,0.71,12,ok
4486,4489,595.68,105.18,595.68,1.15,27,ok
4487,4494,202.16,144.11,202.16,0.65,26,ok
4488,4499,252.90,275.06,252.90,0.61,26,ok
4489,4490,292.33,279.76,292.33,0.66,27,ok
44897,44553,208.38,167.91,208.38,0.74,10,ok
44898,44558,355.68,260.64,355.68,1.01,10,ok
44899,44898,436.38,329.59,436.38,1.33,10,ok
4490,5028,478.21,243.53,478.21,1.06,27,ok
4491,4486,267.70,257.01,267.70,0.65,27,ok
4492,4487,245.93,242.60,245.93,0.58,26,ok
44927,5454,329.19,396.35,329.19,1.08,11,ok
44928,51409,820.97,591.40,580.67,1.61,11,ok
4493,5069,114.98,156.11,114.98,0.24,27,ok
4494,4912,216.43,185.60,216.43,0.80,26,ok
44940,40941,164.71,196.32,164.71,0.42,10,ok
44945,3573,630.08,317.64,630.08,1.10,19,ok_undirected
4495,4692,1085.11,703.59,546.62,2.31,1,ok
44951,4292,178.60,131.72,178.60,0.43,9,ok
44952,44951,319.62,356.62,319.62,0.73,9,ok
44953,44952,279.97,200.40,279.97,0.79,9,ok
44954,44953,198.95,194.94,198.95,0.55,9,ok
44955,44954,346.74,328.79,346.74,0.77,9,ok
44956,36099,3081.38,2139.02,3081.38,4.60,16,ok
44957,2771,638.51,548.91,638.51,1.70,19,ok_undirected
4496,4869,786.07,760.58,0.00,0.67,3,no_coverage
44964,35889,253.76,146.37,253.76,0.94,19,ok
44967,19932,996.53,1002.88,996.53,1.61,2,ok
44967,19933,1019.40,959.75,1019.40,1.62,3,ok
44968,20216,1419.91,1441.94,1419.91,1.04,3,ok
4499,4485,571.57,91.01,571.57,1.16,26,ok
4500,21137,621.70,577.62,621.70,1.32,16,ok
4500,21151,339.45,247.55,339.45,0.81,31,ok
4500,4150,649.66,309.98,649.66,1.45,113,ok
45005,1548,334.61,97.16,111.65,0.80,7,ok
4501,18359,1235.59,869.44,1235.59,2.73,10,ok
4502,4913,296.12,299.17,296.12,0.58,29,ok
4503,4508,281.17,273.41,281.17,0.37,6,ok
4504,41935,377.82,161.72,377.82,1.13,6,ok_undirected
4504,41939,872.98,137.61,872.98,2.12,3,ok
4504,41978,872.98,137.61,872.98,2.12,2,ok
4504,4820,1814.65,810.84,1790.76,3.10,4,ok
4505,4970,598.02,530.57,598.02,1.23,26,ok_undirected
4505,6326,372.28,321.18,372.28,0.73,24,ok
4506,18464,307.51,154.66,307.51,0.72,22,ok
4506,21126,410.02,318.08,410.02,0.97,45,ok
4506,38560,593.86,249.47,593.86,1.34,13,ok
4506,4265,175.46,94.52,22.29,0.37,1,ok
4506,4529,238.74,218.11,238.74,0.56,74,ok
4507,43147,752.72,388.23,743.29,2.32,4,ok
4507,4675,239.61,211.40,239.61,0.74,16,ok
4507,4924,224.99,188.89,224.99,0.69,104,ok
4507,50258,371.37,315.21,371.37,1.28,11,ok
4508,5172,385.49,320.52,385.49,0.73,6,ok
4509,4511,362.56,390.23,362.56,0.46,114,ok
4509,4728,964.86,910.57,964.86,1.34,1,ok
4509,4790,1630.77,1606.09,1630.77,2.26,2,ok
4509,5026,1014.08,989.42,1014.08,1.37,15,ok
4510,35337,707.27,584.90,707.27,1.73,26,ok_undirected
4510,4530,3355.26,1585.69,3355.26,4.53,2,ok
4510,4980,4132.04,2171.36,4132.04,6.15,1,ok
4510,6254,503.01,542.92,503.01,0.73,97,ok_undirected
4511,41743,982.63,544.28,982.63,1.84,43,ok
4511,4728,602.30,520.40,602.30,0.88,22,ok
4511,5026,651.52,601.47,651.52,0.90,48,ok
4512,47851,942.03,630.76,691.79,2.02,26,ok
4512,48054,871.64,784.64,871.64,1.93,18,ok
4512,4980,457.02,392.87,457.02,1.00,39,ok
4513,41742,156.17,158.88,156.17,0.51,14,ok
4513,4729,333.82,241.16,333.82,0.80,15,ok_undirected
4514,4613,157.30,166.37,157.30,0.34,43,ok
4515,19561,443.86,453.40,443.86,0.83,17,ok
4515,4628,449.40,383.57,449.40,0.88,18,ok
4516,4710,568.03,497.24,504.82,0.67,1,ok
4517,18401,335.64,184.55,335.64,0.83,1,ok
4517,4855,427.42,369.97,427.42,0.97,71,ok
4518,4928,244.24,137.23,244.24,0.67,37,ok
4519,4595,334.26,310.53,334.26,0.86,7,ok
4520,4519,190.76,199.23,190.76,0.40,7,ok
4521,4522,319.69,342.40,319.69,0.76,5,ok
4522,4504,976.20,455.09,952.31,2.38,5,ok
4523,4524,1893.91,220.50,1893.91,4.79,29,ok
4524,4475,254.16,234.39,254.16,0.81,1,ok
4524,4570,260.53,251.39,260.53,0.77,28,ok
4525,4528,134.32,155.04,134.32,0.37,14,ok
4525,5015,457.35,422.68,457.35,1.09,15,ok
4526,4523,134.32,174.16,134.32,0.36,14,ok
4527,4525,418.73,99.45,418.73,1.00,29,ok
4528,4470,400.06,162.46,400.06,1.20,14,ok
4529,21113,521.48,519.93,521.48,1.04,12,ok
4529,4704,556.75,463.18,556.75,1.13,63,ok
4530,4512,319.75,282.07,319.75,0.62,83,ok
4530,4980,776.77,617.18,776.77,1.62,4,ok
4531,4919,355.04,282.71,288.02,0.79,2,ok
4532,4507,206.06,160.81,206.06,0.53,121,ok
4533,4832,2806.82,402.86,2806.82,6.64,11,ok
4533,5096,356.84,254.74,356.84,0.77,13,ok
4534,4533,783.64,592.74,783.64,1.59,24,ok
4535,4840,329.97,203.33,329.97,0.85,36,ok_undirected
4537,41742,633.46,632.81,633.46,1.29,13,ok_undirected
4538,4615,420.04,356.68,420.04,1.04,59,ok
4540,19687,329.06,329.08,329.06,1.07,18,ok
4540,43130,506.74,347.78,506.74,1.59,13,ok
4541,4722,666.99,327.05,666.99,1.75,29,ok
4542,4775,588.42,617.89,588.42,1.18,34,ok
4543,4592,178.08,169.87,178.08,0.58,27,ok
4544,4974,421.28,258.43,421.28,1.06,27,ok
4546,4538,311.57,179.15,311.57,0.88,43,ok
4547,4546,180.76,239.22,180.76,0.48,43,ok
4548,4549,480.87,374.59,480.87,1.14,31,ok
4548,6858,276.63,189.30,276.63,0.72,15,ok
4549,35465,661.71,669.41,661.71,1.99,6,ok
4549,4505,59.24,22.72,59.24,0.20,15,ok
4549,47851,1195.77,649.12,1089.12,3.46,19,ok
4549,48181,1241.28,610.14,1241.28,3.04,6,ok
4550,4601,298.15,188.11,298.15,0.81,24,ok
4551,41943,500.19,379.02,138.30,1.68,1,ok
4551,43351,285.15,241.69,285.15,0.95,13,ok
4552,4557,226.85,218.05,226.85,0.56,14,ok
4553,4551,226.50,125.90,226.50,0.70,14,ok
4554,4555,619.75,113.08,619.75,1.66,13,ok
4555,4559,114.30,88.91,114.30,0.29,13,ok
4556,4553,608.31,135.87,608.31,1.63,14,ok
4557,4556,114.30,66.06,114.30,0.26,14,ok
4558,4554,226.50,136.81,226.50,0.55,13,ok
4559,5164,226.85,183.12,226.85,0.61,13,ok
4560,4563,292.61,234.69,292.61,0.92,25,ok
4561,6167,552.48,489.28,552.48,1.24,28,ok
4562,39225,837.79,668.18,837.79,1.78,28,ok
4562,43974,351.20,297.02,351.20,0.61,6,ok
4563,19391,306.95,216.84,306.95,0.88,14,ok
4563,43147,640.14,387.83,630.71,1.78,10,ok
4563,5088,713.97,308.44,704.54,1.98,15,ok
4565,35410,871.14,414.22,871.14,2.56,15,ok
4565,4573,476.65,415.07,458.09,1.35,43,ok_undirected
4565,4668,809.52,488.31,809.52,2.38,91,ok
4566,4854,402.29,323.81,402.29,1.09,130,ok
4566,6861,426.75,267.65,426.75,1.25,13,ok_undirected
4567,4950,379.69,149.12,379.69,0.88,30,ok
4568,4624,204.15,143.03,204.15,0.56,7,ok
4568,4943,250.43,204.36,250.43,0.63,7,ok
4569,5014,607.48,253.27,607.48,1.43,6,ok
4570,4572,211.74,160.08,211.74,0.64,61,ok
4571,4817,263.39,224.13,263.39,0.72,40,ok
4572,4847,139.84,147.96,139.84,0.45,61,ok
4573,4959,592.27,426.35,573.70,1.42,43,ok
4574,18413,435.45,298.62,435.45,0.93,39,ok
4574,18474,661.84,445.66,661.84,1.34,18,ok
4574,18480,657.49,300.31,657.49,1.40,14,ok
4576,4907,213.53,152.58,213.53,0.59,5,ok
4576,5037,146.13,141.25,146.13,0.42,37,ok
4577,19693,364.69,330.02,364.69,0.95,25,ok
4577,5093,123.55,84.73,123.55,0.32,13,ok
4578,4589,451.90,232.15,451.90,1.49,21,ok
4579,41715,808.82,474.16,808.82,2.14,10,ok
4579,5917,1160.47,609.66,1160.47,2.54,11,ok
4580,4579,324.45,270.44,324.45,0.77,21,ok
4581,46348,195.15,251.86,195.15,0.56,26,ok
4581,5022,212.23,145.75,212.23,0.69,1,ok
4582,4583,175.49,202.91,175.49,0.34,7,ok
4583,4606,321.69,230.76,321.69,0.62,7,ok
4584,38762,382.70,269.88,382.70,0.94,28,ok
4584,4587,302.37,306.12,302.37,0.73,18,ok
4585,4584,185.56,224.24,185.56,0.42,46,ok
4586,4842,241.34,241.35,241.34,0.74,29,ok
4586,5013,307.08,269.44,307.08,0.91,32,ok
4587,4586,300.24,221.82,300.24,0.68,18,ok
4588,21093,420.09,277.20,420.09,1.09,18,ok
4588,4535,464.45,465.29,464.45,1.14,36,ok
4589,43356,311.16,187.06,311.16,1.04,10,ok
4589,4965,260.74,79.03,260.74,0.81,11,ok
4590,4500,329.82,355.23,329.82,0.72,160,ok
4591,4729,411.33,406.67,411.33,1.10,11,ok_undirected
4592,19690,268.15,180.13,268.15,0.84,27,ok
4593,4544,352.95,277.95,352.95,1.07,27,ok
4594,4631,354.66,341.32,354.66,0.75,11,ok
4595,4602,319.16,248.26,319.16,0.77,7,ok
4596,17557,260.71,174.44,260.71,0.49,147,ok_undirected
4596,18428,402.56,381.42,402.56,0.88,28,ok_undirected
4597,4903,199.50,136.36,199.50,1.23,24,ok
4598,4566,284.44,338.40,284.44,0.79,143,ok
4601,5031,204.73,187.17,204.73,0.58,24,ok
4602,4672,274.17,242.68,274.17,0.66,7,ok
4603,4521,312.05,284.10,312.05,0.69,5,ok
4604,4603,345.63,256.47,345.63,0.89,5,ok
4606,4607,147.58,161.45,147.58,0.32,7,ok
4607,43933,1080.58,724.02,1080.58,2.03,7,ok
4608,35423,486.43,362.75,486.43,1.22,17,ok
4609,4610,300.89,288.18,300.89,1.03,7,ok
4609,4616,165.17,156.62,165.17,0.58,5,ok
4610,4582,305.24,203.37,305.24,0.63,7,ok
4611,4612,238.41,222.09,238.41,0.71,12,ok
4612,4609,231.83,236.07,231.83,0.85,12,ok
4613,4614,180.83,124.78,180.83,0.37,43,ok
4614,5058,179.76,212.05,179.76,0.48,43,ok
4615,38763,330.88,244.16,330.88,0.94,28,ok
4615,5059,291.86,299.82,291.86,0.74,31,ok
4616,4825,352.05,261.38,352.05,0.84,6,ok
4616,4942,513.27,445.58,513.27,1.08,5,ok
4617,4616,152.66,191.25,152.66,0.34,6,ok
4618,4766,1820.01,1616.95,1820.01,1.43,6,ok
4620,5034,559.20,398.25,559.20,1.48,36,ok
46217,47150,233.68,248.45,233.68,0.55,14,ok
4622,4623,484.35,427.75,484.35,1.30,19,ok
4622,50822,349.90,313.97,349.90,1.04,5,ok
4623,4625,335.13,258.85,335.13,0.91,15,ok
4623,4626,593.32,583.80,593.32,1.54,4,ok
46230,18510,497.21,382.47,497.21,0.75,20,ok
4624,4611,341.63,254.78,341.63,0.97,7,ok
4624,4622,320.03,297.08,320.03,0.98,10,ok
4624,5016,337.20,234.06,337.20,0.96,6,ok_undirected
46241,46978,1057.92,280.37,1057.92,2.35,11,ok
4625,4626,613.40,334.57,613.40,1.58,15,ok
4626,19561,55.66,75.48,55.66,0.12,5,ok
4626,4658,388.20,385.07,388.20,0.70,14,ok_undirected
4627,40840,327.85,253.99,327.85,0.81,5,ok
4627,4943,342.46,264.58,342.46,0.80,21,ok
4628,4629,345.61,335.54,345.61,0.84,23,ok
4628,4663,1145.26,661.93,1145.26,3.18,2,ok
4629,4663,799.65,358.12,799.65,2.34,23,ok
4630,34293,487.75,552.17,487.75,1.18,9,ok
4630,6169,678.36,453.56,678.36,1.43,14,ok
4630,6855,366.22,267.51,366.22,0.99,15,ok
4631,42431,406.77,373.18,406.77,1.16,15,ok
4631,44394,390.69,390.48,390.69,1.12,11,ok
46310,46507,256.55,245.85,256.55,0.55,11,ok
46319,42484,453.37,283.54,453.37,1.64,30,ok
4632,4631,0.00,20.36,0.00,0.78,15,no_coverage
4632,4667,354.66,324.57,354.66,0.75,14,ok_undirected
46322,46506,554.36,360.38,554.36,1.50,26,ok
4633,18481,361.42,228.09,361.42,0.92,41,ok
4633,18483,364.95,227.26,364.95,0.99,34,ok
4633,4195,54.42,74.47,54.42,0.15,11,ok
4633,4560,611.16,385.73,611.16,1.80,25,ok
4634,19086,514.63,482.80,514.63,1.24,74,ok_undirected
4634,42541,510.42,227.63,510.42,1.16,3,ok
4634,47768,352.87,189.74,352.87,1.06,12,ok_undirected
4634,47791,510.42,227.63,510.42,1.16,2,ok
46348,47232,458.61,211.85,458.61,1.15,26,ok
4635,4565,356.91,201.74,356.91,1.06,117,ok_undirected
4636,4632,322.28,318.06,322.28,0.93,14,ok_undirected
4636,49556,391.92,260.27,391.92,0.93,15,ok
4637,40665,2732.34,1886.19,2732.34,2.75,6,ok
4637,4720,2221.88,2151.52,2221.88,1.74,9,ok
46377,20603,2268.11,1992.32,2268.11,1.96,14,ok
4638,4902,1970.64,1684.94,1970.64,1.58,20,ok
4639,4932,207.37,165.10,207.37,0.40,5,ok
46399,20603,2537.16,2100.08,2537.16,2.44,1,ok
46399,46377,269.05,217.42,269.05,0.48,9,ok
46399,47145,457.03,221.13,457.03,0.77,10,ok
46399,47163,601.03,257.14,576.64,0.92,2,ok
4640,40579,340.29,221.99,340.29,1.23,4,ok
4643,4531,2907.55,2485.37,2315.85,4.80,2,ok
46432,20711,2081.08,2080.41,2081.08,1.65,4,ok
4644,4645,444.71,375.37,444.71,0.71,4,ok
4645,4843,3779.93,2856.74,3472.46,6.37,2,ok
4645,4873,4489.66,3707.24,4199.70,5.52,2,ok
46457,46217,474.54,290.77,474.54,1.07,14,ok
4647,4648,208.54,234.27,208.54,0.40,59,ok
46470,50018,3432.75,3341.62,3432.75,2.56,5,ok
4648,18425,387.51,261.99,387.51,0.84,59,ok
4649,4673,208.54,181.47,208.54,0.51,63,ok
4650,18385,250.47,222.71,250.47,0.56,23,ok
4650,4633,496.05,335.67,423.68,1.40,45,ok
46504,47179,155.82,180.35,155.82,0.43,13,ok
46505,1111,3008.39,2696.66,3008.39,3.60,2,ok
46506,5022,225.78,228.09,225.78,0.73,26,ok
