TAZ,bus_stops_n,bus_lines_n,bus_lines,bus_dep_0609,bus_dep_0708,bus_headway_0708_min,bus_best_line_headway_0708_min,bus_direct_reach_taz_n,bus_direct_reach_30min_taz_n,bus_nearest_stop_m,bus_stops_per_km2,bus_LOS_frequency,bus_LOS_best_line,brt_stops_n,brt_lines_n,brt_lines,brt_dep_0609,brt_dep_0708,brt_headway_0708_min,brt_best_line_headway_0708_min,brt_direct_reach_taz_n,brt_direct_reach_30min_taz_n,brt_nearest_stop_m,brt_stops_per_km2,brt_LOS_frequency,brt_LOS_best_line,brt_access,brt_lines_named,AggCode_V2,AggAreaName_V2
703,10,5,10013 10084 10085 11011 49014,77,29,2.07,10.00,34,32,105.51,21.14,A,A,0,0,,0,0,,,0,0,351.18,0.00,no service,no service,0,,102.00,Kiryon
602,18,33,10012 10013 10085 10251 10262 10265 10271 10272 10281 10342 10361 10500 11011 11167 11170 11344 11434 12503 13171 13252 16157 16353 16380 17145 17151 17282 25284 27024 30022 40015 49014 62004 83001,425,157,0.38,5.45,219,132,33.77,60.79,A,A,6,2,62004 83001,112,43,1.40,5.45,25,9,111.38,20.26,A,A,1,Metronit 4 (purple); Metronit 1 (red),102.00,Kiryon
1507,3,4,11792 11799 67002 83001,108,41,1.46,6.00,31,20,131.03,25.98,A,A,2,2,67002 83001,106,39,1.54,6.00,30,19,138.28,17.32,A,A,1,Metronit 2 (blue); Metronit 1 (red),206.00,BatGalim-KiryatEliezer
1407,6,13,10006 10025 10028 10037 10040 10042 10115 11012 13110 19148 25041 52005 67003,185,75,0.80,5.00,109,82,140.58,63.20,A,A,1,2,52005 67003,49,18,3.33,5.00,29,19,153.89,10.53,A,A,1,Metronit 5 (orange); Metronit 3 (green),,
1401,3,7,10016 10018 10024 10036 11003 13112 93001,159,57,1.05,8.57,82,74,122.98,23.48,A,A,0,0,,0,0,,,0,0,265.52,0.00,no service,no service,0,,,
1634,3,5,10006 10025 10115 11136 11791,88,36,1.67,7.50,44,40,129.22,29.87,A,A,0,0,,0,0,,,0,0,951.19,0.00,no service,no service,0,,,
2304,15,12,10037 10795 11791 12117 12118 16050 21055 35058 39002 50001 51054 54081,107,45,1.33,8.57,58,24,2075.33,0.49,A,A,0,0,,0,0,,,0,0,9093.81,0.00,no service,no service,0,,,
704,6,17,10012 10013 10085 10265 10342 11011 11167 11170 11344 13171 16157 16353 17151 23025 27024 40015 49014,160,56,1.07,10.00,119,93,148.40,14.63,A,A,0,0,,0,0,,,0,0,373.40,0.00,no service,no service,0,,102.00,Kiryon
708,0,0,,0,0,,,0,0,254.87,0.00,no service,no service,0,0,,0,0,,,0,0,704.20,0.00,no service,no service,0,,103.00,KiryatBialik Center
711,4,3,10012 10084 10085,30,13,4.62,12.00,21,13,121.76,12.04,A,B,0,0,,0,0,,,0,0,1551.25,0.00,no service,no service,0,,,
712,0,0,,0,0,,,0,0,328.78,0.00,no service,no service,0,0,,0,0,,,0,0,892.58,0.00,no service,no service,0,,,
1938,17,5,10337 10537 11437 14288 17024,11,5,12.00,30.00,45,22,209.83,2.40,B,D,0,0,,0,0,,,0,0,23707.25,0.00,no service,no service,0,,,
422,30,25,10306 10337 10342 10430 10797 11165 11167 11172 11173 11334 11344 11434 12341 13174 15065 16098 16353 17032 17151 20143 21352 26001 66004 89002 91003,130,49,1.22,20.00,134,103,206.28,17.89,A,C,0,0,,0,0,,,0,0,4538.17,0.00,no service,no service,0,,215.00,Shefaram
2302,7,30,10024 10036 10037 10039 10146 10293 10337 10795 10796 11173 11236 11294 11299 11334 11774 11791 12224 12333 13174 14137 15144 15296 16050 17145 19148 21055 25027 35058 51054 57010,490,194,0.31,0.98,53,30,323.31,0.18,A,A,0,0,,0,0,,,0,0,5459.70,0.00,no service,no service,0,,,
913,22,17,10096 10260 10342 10430 10980 11172 11173 11344 11434 12341 13174 15144 16072 16353 23025 27024 30027,65,26,2.31,12.00,72,50,243.57,12.64,A,B,0,0,,0,0,,,0,0,2041.82,0.00,no service,no service,0,,214.00,KiryatAta North-East
504,8,7,10012 11008 11011 14137 28023 40015 67003,151,61,0.98,2.61,70,38,461.25,7.96,A,A,4,1,67003,44,23,2.61,2.61,23,14,533.44,3.98,A,A,1,Metronit 3 (green),301.00,SavyoneyYam
2505,15,21,10060 10202 10694 10708 10710 11070 13085 13701 14156 14157 16001 19171 21070 22003 23090 26002 28084 32022 35090 43023 57005,81,34,1.76,15.00,51,43,462.63,9.93,A,B,0,0,,0,0,,,0,0,23362.89,0.00,no service,no service,0,,,
217,11,16,10263 10361 11064 11068 11564 12002 13252 13311 15109 16095 19035 19302 20143 59005 77003 91004,138,52,1.15,10.00,95,54,241.27,16.56,A,A,0,0,,0,0,,,0,0,6584.70,0.00,no service,no service,0,,,
2306,20,10,10037 10795 11791 13297 16050 21055 35058 39002 51054 54081,83,35,1.71,8.57,58,28,141.90,10.15,A,A,0,0,,0,0,,,0,0,5454.75,0.00,no service,no service,0,,,
2305,47,11,10037 10795 11791 13297 16050 21055 35058 39002 50001 51054 54081,97,41,1.46,8.57,58,26,292.94,9.24,A,A,0,0,,0,0,,,0,0,6588.93,0.00,no service,no service,0,,,
2101,23,30,10337 10342 10430 10432 10505 10836 10845 10846 10962 10963 10968 11308 11334 11344 11434 12341 12490 13242 13309 13360 14288 14310 16027 16058 16123 16353 17032 18122 19311 21352,121,42,1.43,30.00,149,101,1179.02,0.59,A,D,0,0,,0,0,,,0,0,14952.16,0.00,no service,no service,0,,216.00,Hamovil
910,18,23,10066 10080 10168 10169 10255 10998 11087 11165 11166 12341 15073 15144 16072 16074 21029 23025 25026 27024 28023 30022 30027 35030 36021,190,74,0.81,10.00,127,99,85.71,26.58,A,A,0,0,,0,0,,,0,0,1382.09,0.00,no service,no service,0,,,
1417,2,11,10006 10010 10016 10018 10019 10024 10036 11003 11013 13112 25041,92,36,1.67,8.57,43,43,114.77,29.79,A,A,0,0,,0,0,,,0,0,252.83,0.00,no service,no service,0,,,
1413,5,7,10028 10037 10076 10131 10132 10133 11012,124,50,1.20,6.67,71,60,42.50,50.77,A,A,0,0,,0,0,,,0,0,768.73,0.00,no service,no service,0,,,
1633,1,1,93001,28,10,6.00,12.00,5,5,90.46,14.54,A,B,0,0,,0,0,,,0,0,893.06,0.00,no service,no service,0,,,
1621,7,12,10024 10029 10037 10039 10082 10795 11095 11236 11791 14137 35058 51054,115,47,1.28,6.67,86,61,100.58,35.32,A,A,0,0,,0,0,,,0,0,1696.14,0.00,no service,no service,0,,,
232,17,11,11061 11305 11564 12312 17047 17282 19035 22058 22147 25284 46019,55,18,3.33,15.00,51,33,3.07,14.14,A,B,0,0,,0,0,,,0,0,12442.16,0.00,no service,no service,0,,,
3013,30,13,10169 11068 11299 11365 13488 14288 15065 16060 17061 17180 17240 19028 27055,65,25,2.40,20.00,114,26,306.08,13.29,A,C,0,0,,0,0,,,0,0,24294.65,0.00,no service,no service,0,,,
714,0,0,,0,0,,,0,0,556.06,0.00,no service,no service,0,0,,0,0,,,0,0,767.92,0.00,no service,no service,0,,104.00,KiryatHaim
902,8,7,10168 10169 11165 11166 12341 25026 67002,89,34,1.76,6.00,74,55,202.10,11.70,A,A,5,1,67002,51,20,3.00,6.00,20,15,202.10,7.31,A,A,1,Metronit 2 (blue),213.00,KiryatAta North
1304,5,9,10006 10021 10034 10037 10797 11012 11136 13112 35058,128,49,1.22,6.67,75,59,98.18,31.93,A,A,0,0,,0,0,,,0,0,251.25,0.00,no service,no service,0,,207.00,Hamoshava
1307,1,36,12 20 21 22 23 25 59 61 62 63 64 65 66 67 69 100 102 103 104 105 107 152 153 154 155 157 402 403 405 407 440 441 442 443 444 445,36,13,4.62,,18,11,181.17,8.45,A,no service,0,0,,0,0,,,0,0,181.17,0.00,no service,no service,0,,208.00,LowerCity
1005,14,21,10306 10337 10342 10430 10846 10968 11308 11334 11344 11434 12341 12490 13174 13242 13309 16058 16353 17032 19311 21352 26056,68,23,2.61,30.00,110,84,584.77,1.25,A,D,0,0,,0,0,,,0,0,11890.26,0.00,no service,no service,0,,216.00,Hamovil
225,20,22,10251 10263 10271 10798 11061 11064 11068 11564 12002 13311 15109 16095 16353 17151 19035 19302 20143 21148 24060 59005 77003 91004,215,81,0.74,12.00,116,50,156.04,21.69,A,B,0,0,,0,0,,,0,0,7165.73,0.00,no service,no service,0,,,
224,3,21,10263 10271 10272 10281 10361 11061 11064 11068 11564 12002 13311 15109 16353 19035 19302 20143 21148 24060 59005 77003 91004,183,65,0.92,12.00,91,57,109.78,22.26,A,B,0,0,,0,0,,,0,0,7289.01,0.00,no service,no service,0,,,
223,2,1,77003,24,8,7.50,15.00,5,5,36.77,14.66,A,B,0,0,,0,0,,,0,0,7669.42,0.00,no service,no service,0,,,
221,6,3,10251 12002 59005,42,17,3.53,12.00,28,16,114.68,26.63,A,B,0,0,,0,0,,,0,0,8057.27,0.00,no service,no service,0,,,
222,8,37,12 20 22 23 25 27 100 102 105 107 109 152 153 155 157 10263 10271 10272 10281 10361 11061 11064 11068 11564 12002 13311 15109 16095 16353 19035 19302 20143 21148 24060 59005 77003 91004,222,78,0.77,10.00,114,69,173.02,25.64,A,A,0,0,,0,0,,,0,0,7842.21,0.00,no service,no service,0,,,
203,6,17,10272 10281 10361 10798 11061 12002 13311 15109 16353 19035 19302 20143 21148 24060 59005 77003 91004,113,41,1.46,10.00,51,36,109.06,18.28,A,A,0,0,,0,0,,,0,0,8402.10,0.00,no service,no service,0,,,
220,7,5,10251 10271 12002 59005 91004,87,34,1.76,12.00,35,23,201.19,15.84,A,B,0,0,,0,0,,,0,0,8750.96,0.00,no service,no service,0,,,
219,11,9,10251 10271 10272 10281 10798 12002 24060 59005 91004,107,38,1.58,12.00,38,36,126.21,18.08,A,B,0,0,,0,0,,,0,0,9142.65,0.00,no service,no service,0,,,
201,12,4,10271 10272 10281 24060,41,13,4.62,15.00,29,29,1176.42,1.12,A,B,0,0,,0,0,,,0,0,9481.73,0.00,no service,no service,0,,,
202,5,1,12002,28,11,5.45,10.00,11,11,123.78,11.58,A,A,0,0,,0,0,,,0,0,8592.94,0.00,no service,no service,0,,,
1721,1,2,10006 10025,25,9,6.67,15.00,16,16,94.97,20.24,A,B,0,0,,0,0,,,0,0,218.34,0.00,no service,no service,0,,,
1722,2,17,10006 10018 10019 10036 10040 10042 10098 10115 10131 10132 10133 11013 13110 13112 16097 52005 67003,259,105,0.57,4.29,128,115,62.49,43.11,A,A,2,2,52005 67003,52,21,2.86,4.29,30,23,62.49,43.11,A,A,1,Metronit 5 (orange); Metronit 3 (green),,
1723,3,13,10006 10017 10018 10019 10036 10040 10042 10123 11013 11080 11096 12081 13112,177,72,0.83,6.00,85,82,45.36,80.36,A,A,0,0,,0,0,,,0,0,115.76,0.00,no service,no service,0,,,
1724,2,1,11013,5,3,20.00,20.00,11,11,106.26,51.21,C,C,0,0,,0,0,,,0,0,214.41,0.00,no service,no service,0,,,
1725,2,9,10017 10018 10019 10036 10123 11013 11080 11096 12081,141,57,1.05,6.00,69,67,111.22,36.14,A,A,0,0,,0,0,,,0,0,342.63,0.00,no service,no service,0,,,
1727,6,16,10040 10042 10115 10123 10131 10132 10133 10142 10332 11080 11096 11331 12081 12793 13112 21055,210,82,0.73,6.67,128,104,86.96,44.38,A,A,0,0,,0,0,,,0,0,396.71,0.00,no service,no service,0,,,
1704,1,1,10038,10,4,15.00,15.00,12,12,118.91,38.47,B,B,0,0,,0,0,,,0,0,556.22,0.00,no service,no service,0,,,
1729,2,9,10017 10018 10019 10020 10036 10123 11080 11096 12081,147,57,1.05,6.67,73,71,69.32,30.95,A,A,0,0,,0,0,,,0,0,429.64,0.00,no service,no service,0,,,
1730,4,11,10017 10018 10019 10020 10028 10036 10123 11013 11080 11096 12081,159,62,0.97,6.67,75,73,36.52,26.48,A,A,0,0,,0,0,,,0,0,585.05,0.00,no service,no service,0,,,
1732,5,9,10040 10042 10142 10972 11080 11096 12081 13112 21055,54,19,3.16,15.00,61,54,18.40,47.28,A,B,0,0,,0,0,,,0,0,830.05,0.00,no service,no service,0,,,
1733,4,9,10017 10018 10019 10020 10036 10123 11080 11096 12081,146,59,1.02,6.67,73,72,67.36,36.05,A,A,0,0,,0,0,,,0,0,487.08,0.00,no service,no service,0,,,
1734,5,13,10017 10018 10019 10028 10036 10038 10123 10783 11080 11088 11096 12080 12090,169,68,0.88,6.67,84,77,85.76,90.12,A,A,0,0,,0,0,,,0,0,561.82,0.00,no service,no service,0,,,
1736,0,0,,0,0,,,0,0,113.61,0.00,no service,no service,0,0,,0,0,,,0,0,448.71,0.00,no service,no service,0,,,
1737,1,4,10020 10028 10783 24085,27,11,5.45,12.00,43,29,45.72,32.49,A,B,0,0,,0,0,,,0,0,703.32,0.00,no service,no service,0,,,
1738,6,9,10020 10028 10036 10038 11088 12080 12081 12090 24085,59,25,2.40,10.00,67,60,28.18,68.03,A,A,0,0,,0,0,,,0,0,355.76,0.00,no service,no service,0,,,
1739,3,26,10016 10017 10018 10019 10020 10028 10036 10038 10076 10077 10083 10123 10142 10970 10972 11009 11081 11088 12090 14217 15144 17145 19148 21055 42084 43086,170,67,0.90,6.00,113,96,97.03,41.28,A,A,0,0,,0,0,,,0,0,1018.00,0.00,no service,no service,0,,,
1741,7,20,10016 10020 10028 10038 10076 10077 10083 10783 11009 11081 11088 12080 12090 14217 15144 17145 19148 24085 42084 43086,130,51,1.18,10.00,116,103,65.53,64.84,A,A,0,0,,0,0,,,0,0,588.93,0.00,no service,no service,0,,,
1744,3,14,10017 10018 10019 10020 10028 10036 10038 10123 10783 11080 11096 43086 44087 52082,98,41,1.46,8.57,62,55,125.27,52.97,A,A,0,0,,0,0,,,0,0,933.44,0.00,no service,no service,0,,,
1745,4,14,10017 10018 10019 10028 10036 10038 10123 10783 11080 11088 11096 12080 12090 44087,131,54,1.11,6.00,77,70,111.63,43.64,A,A,0,0,,0,0,,,0,0,881.35,0.00,no service,no service,0,,,
1746,1,4,10017 10018 10019 10036,39,16,3.75,10.00,14,14,28.10,25.61,A,A,0,0,,0,0,,,0,0,745.21,0.00,no service,no service,0,,,
1747,7,6,10018 10020 10036 10038 10142 13112,82,34,1.76,6.67,48,42,11.23,32.33,A,A,0,0,,0,0,,,0,0,594.08,0.00,no service,no service,0,,,
1748,2,12,10017 10018 10019 10020 10028 10036 10038 10123 11088 12090 43086 52082,109,43,1.40,6.00,63,58,77.85,53.93,A,A,0,0,,0,0,,,0,0,873.16,0.00,no service,no service,0,,,
1749,4,5,10020 10036 10038 43086 52082,27,15,4.00,7.50,34,32,56.68,60.13,A,A,0,0,,0,0,,,0,0,682.25,0.00,no service,no service,0,,,
204,9,11,10251 10271 10272 10281 10361 16353 17151 20143 21148 77003 91004,114,43,1.40,10.00,84,44,192.00,13.73,A,A,0,0,,0,0,,,0,0,6502.71,0.00,no service,no service,0,,,
229,0,0,,0,0,,,0,0,591.01,0.00,no service,no service,0,0,,0,0,,,0,0,3402.35,0.00,no service,no service,0,,,
1620,13,9,10029 10123 10132 10133 12011 12093 13090 37044 51054,105,42,1.43,8.57,81,74,24.74,28.59,A,A,0,0,,0,0,,,0,0,2210.45,0.00,no service,no service,0,,,
1639,4,11,10024 10037 10039 10082 10795 11095 11236 11791 14137 35058 51054,107,43,1.40,6.67,86,58,111.74,25.75,A,A,0,0,,0,0,,,0,0,1829.20,0.00,no service,no service,0,,,
1635,4,11,10024 10029 10037 10082 10795 11095 11236 11791 14137 35058 51054,114,46,1.30,6.67,86,67,81.26,30.08,A,A,0,0,,0,0,,,0,0,1782.42,0.00,no service,no service,0,,,
1636,4,3,10029 10082 11095,10,5,12.00,20.00,16,11,54.91,44.78,B,C,0,0,,0,0,,,0,0,2061.48,0.00,no service,no service,0,,,
1750,7,1,10020,11,6,10.00,10.00,9,9,87.15,58.58,A,A,0,0,,0,0,,,0,0,1515.89,0.00,no service,no service,0,,,
1816,9,20,10007 10070 10072 10076 10078 10146 10332 10796 11173 11294 11331 11339 11774 12181 13110 13174 15296 30027 40074 52005,162,66,0.91,6.67,102,75,82.84,39.65,A,A,2,1,52005,21,9,6.67,6.67,15,15,98.50,8.81,A,A,1,Metronit 5 (orange),,
1735,1,4,10017 10018 10019 10036,40,16,3.75,12.00,15,15,67.04,19.61,A,B,0,0,,0,0,,,0,0,645.20,0.00,no service,no service,0,,,
2421,4,4,10046 10049 13091 37044,44,18,3.33,15.00,21,21,41.17,27.59,A,B,0,0,,0,0,,,0,0,3451.38,0.00,no service,no service,0,,201.00,TiratCarmel
323,11,24,10260 10262 10263 10265 11368 13002 13003 13242 14001 14004 15090 16060 16065 17066 17285 18041 18042 18095 18097 18098 19086 21057 21094 23093,119,51,1.18,12.00,67,37,159.05,17.43,A,B,0,0,,0,0,,,0,0,20516.62,0.00,no service,no service,0,,,
303,11,28,10265 13002 13003 14001 14004 15038 16037 16060 16065 16149 17061 17066 18095 18097 18098 18147 19086 20040 20152 21094 23093 25014 25015 26012 26052 30077 73005 78008,192,79,0.76,8.57,74,48,194.41,18.25,A,A,0,0,,0,0,,,0,0,21079.31,0.00,no service,no service,0,,,
322,0,0,,0,0,,,0,0,851.55,0.00,no service,no service,0,0,,0,0,,,0,0,21442.53,0.00,no service,no service,0,,,
304,17,20,10260 10262 10263 10265 10846 10968 11368 13003 13242 15039 16060 16065 17066 18041 18042 18095 20085 21057 23292 78008,136,50,1.20,12.00,102,59,135.65,15.62,A,B,0,0,,0,0,,,0,0,18306.64,0.00,no service,no service,0,,,
325,8,6,13002 15090 21092 21094 73005 78008,34,14,4.29,20.00,12,11,25.69,34.15,A,C,0,0,,0,0,,,0,0,20334.51,0.00,no service,no service,0,,,
329,9,26,10260 10262 10263 10265 10846 10968 11368 13002 13003 13242 14001 14004 14322 15090 16060 16065 17066 17285 18030 18041 18042 18095 18098 19086 21057 73005,189,73,0.82,12.00,120,58,145.00,36.50,A,B,0,0,,0,0,,,0,0,19282.96,0.00,no service,no service,0,,,
104,16,6,18061 18064 23008 35003 39018 45016,79,31,1.94,12.00,12,12,93.25,17.67,A,B,0,0,,0,0,,,0,0,18028.08,0.00,no service,no service,0,,,
114,2,11,10048 10281 16044 18040 18061 18064 23008 23036 23037 33004 39018,46,18,3.33,20.00,31,25,180.71,13.08,A,C,0,0,,0,0,,,0,0,16317.50,0.00,no service,no service,0,,,
706,0,0,,0,0,,,0,0,166.46,0.00,no service,no service,0,0,,0,0,,,0,0,560.37,0.00,no service,no service,0,,103.00,KiryatBialik Center
118,15,9,10271 10272 10281 18061 19062 23008 29005 29030 39018,86,31,1.94,15.00,34,31,66.88,39.85,A,B,0,0,,0,0,,,0,0,14249.79,0.00,no service,no service,0,,,
230,3,5,11305 17047 17282 22058 46019,32,11,5.45,20.00,35,22,38.76,7.65,A,C,0,0,,0,0,,,0,0,13267.70,0.00,no service,no service,0,,,
235,10,5,10048 11305 11564 13311 16095,28,11,5.45,20.00,27,22,182.95,11.07,A,C,0,0,,0,0,,,0,0,9146.41,0.00,no service,no service,0,,,
233,9,4,11305 11564 13311 16095,28,11,5.45,15.00,20,20,262.65,9.44,A,B,0,0,,0,0,,,0,0,9292.88,0.00,no service,no service,0,,,
334,4,7,10263 10361 17066 17067 19302 21093 23292,56,21,2.86,20.00,53,41,379.77,1.17,A,C,0,0,,0,0,,,0,0,14201.70,0.00,no service,no service,0,,,
313,7,2,17067 19302,9,4,15.00,30.00,19,19,128.34,6.19,B,D,0,0,,0,0,,,0,0,17370.91,0.00,no service,no service,0,,,
314,8,11,11368 16065 17067 17285 19302 21035 21093 22058 26012 26052 30077,46,17,3.53,15.00,49,33,351.93,5.16,A,B,0,0,,0,0,,,0,0,19499.19,0.00,no service,no service,0,,,
316,10,1,16065,19,7,8.57,15.00,14,9,125.71,3.92,A,B,0,0,,0,0,,,0,0,23281.30,0.00,no service,no service,0,,,
337,6,1,16065,18,6,10.00,20.00,13,11,153.74,11.48,A,C,0,0,,0,0,,,0,0,22533.80,0.00,no service,no service,0,,,
411,20,13,10168 10255 10293 10307 11170 11296 11308 16157 19094 20143 21057 44017 66004,68,29,2.07,20.00,84,49,407.32,7.34,A,C,0,0,,0,0,,,0,0,10022.12,0.00,no service,no service,0,,,
421,14,9,11173 11308 15065 17151 20143 26001 66004 89002 91003,42,16,3.75,30.00,42,28,48.67,14.20,A,D,0,0,,0,0,,,0,0,5825.95,0.00,no service,no service,0,,215.00,Shefaram
420,1,3,11172 11308 66004,9,3,20.00,30.00,15,13,565.62,0.51,C,D,0,0,,0,0,,,0,0,7841.59,0.00,no service,no service,0,,215.00,Shefaram
409,35,16,10797 11165 11167 11172 11173 11308 13171 13174 16098 17096 17151 20143 26001 26056 89002 91003,72,30,2.00,15.00,88,58,92.90,41.96,A,B,0,0,,0,0,,,0,0,5785.50,0.00,no service,no service,0,,215.00,Shefaram
414,8,12,10168 10293 11170 11296 11308 12490 16157 18088 20143 21057 44017 66004,59,23,2.61,30.00,98,53,182.94,17.81,A,D,0,0,,0,0,,,0,0,9139.35,0.00,no service,no service,0,,,
1006,17,2,10306 69008,16,5,12.00,30.00,9,3,41.69,12.27,B,D,0,0,,0,0,,,0,0,13107.55,0.00,no service,no service,0,,,
1107,21,17,10003 10008 10072 10091 10092 10093 10794 10998 12012 13110 17095 20094 21029 22090 24002 30001 35030,53,29,2.07,10.00,47,21,100.50,31.24,A,A,0,0,,0,0,,,0,0,2952.96,0.00,no service,no service,0,,,
1914,9,21,10337 10430 10505 10836 11431 11434 11440 12490 13360 14038 14288 16123 17024 17026 17032 17180 18030 18122 19028 19031 19033,67,28,2.14,20.00,95,43,512.41,2.62,A,C,0,0,,0,0,,,0,0,25161.25,0.00,no service,no service,0,,,
1901,0,0,,0,0,,,0,0,1088.11,0.00,no service,no service,0,0,,0,0,,,0,0,25410.58,0.00,no service,no service,0,,,
1918,18,5,17180 20020 26046 29088 45087,37,16,3.75,12.00,33,24,19.86,37.61,A,B,0,0,,0,0,,,0,0,23789.92,0.00,no service,no service,0,,217.00,Nazareth
1919,16,5,17180 20020 26046 29088 45087,37,17,3.53,12.00,33,25,375.45,6.96,A,B,0,0,,0,0,,,0,0,24037.05,0.00,no service,no service,0,,217.00,Nazareth
1935,5,2,21047 23045,30,9,6.67,20.00,13,13,129.89,11.17,A,C,0,0,,0,0,,,0,0,23912.15,0.00,no service,no service,0,,,
1936,8,2,21047 23045,33,11,5.45,15.00,13,13,523.14,2.92,A,B,0,0,,0,0,,,0,0,24257.07,0.00,no service,no service,0,,,
2214,34,17,11184 11188 12117 12181 13180 13185 13407 13426 14156 14157 16050 21016 23095 24097 27096 52018 52019,122,46,1.30,12.00,54,35,22.03,29.84,A,B,0,0,,0,0,,,0,0,11067.99,0.00,no service,no service,0,,,
2216,13,14,11184 11188 12117 13180 13185 13407 13426 16050 21016 23095 24097 27096 52018 52019,89,36,1.67,12.00,23,16,13.19,16.06,A,B,0,0,,0,0,,,0,0,12427.59,0.00,no service,no service,0,,,
3010,7,11,10169 11068 11365 13488 15065 16060 17061 17240 19028 27055 60007,37,14,4.29,30.00,57,16,102.85,9.66,A,D,0,0,,0,0,,,0,0,21467.21,0.00,no service,no service,0,,,
3005,9,2,38002 74005,16,6,10.00,30.00,6,6,290.32,9.55,A,D,0,0,,0,0,,,0,0,17804.46,0.00,no service,no service,0,,,
3007,11,3,38002 49001 74005,29,11,5.45,20.00,7,7,31.43,50.23,A,C,0,0,,0,0,,,0,0,18077.49,0.00,no service,no service,0,,,
3006,14,16,10169 11068 11296 11299 11365 15065 16037 16058 16060 17240 19028 23292 26056 38002 49001 74005,104,36,1.67,30.00,126,39,61.80,24.78,A,D,0,0,,0,0,,,0,0,17184.24,0.00,no service,no service,0,,,
3201,22,4,11020 11024 11036 50010,16,6,10.00,20.00,5,5,1756.49,1.45,A,C,0,0,,0,0,,,0,0,63259.36,0.00,no service,no service,0,,,
3210,27,10,10500 10505 10511 10541 10542 10845 10963 17179 28054 28111,50,20,3.00,30.00,71,12,446.63,0.60,A,D,0,0,,0,0,,,0,0,51286.58,0.00,no service,no service,0,,,
3605,7,1,19041,3,1,60.00,60.00,6,2,559.86,0.16,E,E,0,0,,0,0,,,0,0,38676.19,0.00,no service,no service,0,,,
3710,12,6,10961 10966 14967 28017 40019 51021,14,5,12.00,60.00,7,7,1019.58,0.26,B,E,0,0,,0,0,,,0,0,55049.01,0.00,no service,no service,0,,,
3532,26,9,10432 10843 10961 10966 18151 22026 24028 31027 45025,25,9,6.67,20.00,44,19,668.50,0.91,A,C,0,0,,0,0,,,0,0,45568.85,0.00,no service,no service,0,,,
3526,31,12,10432 12490 13488 14038 15142 16123 19031 19037 19039 22033 26030 45025,30,11,5.45,30.00,52,28,1098.93,1.04,A,D,0,0,,0,0,,,0,0,39442.15,0.00,no service,no service,0,,,
3528,17,10,10442 10541 10542 10984 11991 12350 17240 20042 22033 26030,46,18,3.33,30.00,58,29,3048.05,0.17,A,D,0,0,,0,0,,,0,0,37315.26,0.00,no service,no service,0,,,
3604,19,12,10442 10541 10542 11991 12350 14352 14413 17240 19046 20042 22044 26030,67,25,2.40,30.00,77,32,1175.38,0.92,A,D,0,0,,0,0,,,0,0,28037.76,0.00,no service,no service,0,,,
3305,34,13,10361 10367 10846 10980 10982 11365 11440 11991 12364 17045 20043 35064 65005,50,20,3.00,20.00,71,25,1656.82,0.57,A,C,0,0,,0,0,,,0,0,42124.20,0.00,no service,no service,0,,,
3622,15,8,10843 11411 11412 14413 18151 19041 23053 32057,41,15,4.00,30.00,38,23,1199.59,0.31,A,D,0,0,,0,0,,,0,0,36683.62,0.00,no service,no service,0,,,
3212,16,2,26063 46073,9,3,20.00,60.00,9,6,855.33,0.84,C,E,0,0,,0,0,,,0,0,49875.88,0.00,no service,no service,0,,,
3603,21,10,10442 10541 10542 11991 12350 14352 17240 20042 22044 26030,55,19,3.16,30.00,64,30,350.35,0.71,A,D,0,0,,0,0,,,0,0,33966.21,0.00,no service,no service,0,,,
3407,3,2,25014 25015,10,5,12.00,30.00,7,5,2305.30,0.13,B,D,0,0,,0,0,,,0,0,31753.84,0.00,no service,no service,0,,,
3506,42,17,11056 11365 16149 16380 18030 18148 21054 27055 31004 32003 32076 40073 47086 48085 51084 57006 59080,89,47,1.28,12.00,65,27,311.40,9.99,A,B,0,0,,0,0,,,0,0,29806.22,0.00,no service,no service,0,,,
3507,20,9,32003 32076 35074 40073 40093 47086 48085 57006 59080,35,21,2.86,15.00,4,4,141.06,13.49,A,B,0,0,,0,0,,,0,0,28198.60,0.00,no service,no service,0,,,
3508,27,23,11056 11299 11365 16060 16380 18030 21054 27055 28079 29071 31004 32003 32076 33072 35074 38075 38094 40073 42091 47086 48085 51084 57006,104,49,1.22,20.00,88,27,1037.66,5.06,A,C,0,0,,0,0,,,0,0,27281.02,0.00,no service,no service,0,,,
3509,31,21,11056 11299 11365 16060 16149 16380 18030 18148 21054 27055 28079 29071 31004 32003 32076 33072 35074 38075 40073 42091 57006,103,47,1.28,15.00,88,27,473.87,3.20,A,B,0,0,,0,0,,,0,0,29087.14,0.00,no service,no service,0,,,
3307,15,4,10367 18147 20043 35064,21,8,7.50,30.00,32,18,1009.02,1.87,A,D,0,0,,0,0,,,0,0,36865.96,0.00,no service,no service,0,,,
3405,19,1,38010,5,1,60.00,60.00,2,2,452.62,5.07,E,E,0,0,,0,0,,,0,0,30260.31,0.00,no service,no service,0,,,
3606,22,2,14413 22044,15,4,15.00,60.00,21,15,260.30,2.10,B,E,0,0,,0,0,,,0,0,33576.39,0.00,no service,no service,0,,,
